Dimension,dae2l Time,dae2l Standard Deviation,qda Accuracy,qda Standard Deviation
1,46.084505915641785,2.708314061164856,0.50485,0.008150000000000018
3,55.82894957065582,0.09904110431671143,0.71395,0.0021499999999999853
5,62.21338593959808,1.5762852430343628,0.76805,0.00275000000000003
7,60.50696349143982,6.792634725570679,0.7885,0.00269999999999998
9,58.46180307865143,0.18758857250213623,0.80115,0.002950000000000008
