Dimension,dae2l Time,dae2l Standard Deviation,qda Accuracy,qda Standard Deviation
10,135.4557008743286,14.694758653640747,0.81115,0.0045499999999999985
12,130.64872479438782,3.964334011077881,0.82035,0.003149999999999986
14,137.47458851337433,13.752062678337097,0.8242499999999999,0.000749999999999973
16,144.70885252952576,15.446403980255127,0.82935,0.0027499999999999747
18,135.21715712547302,8.322674036026001,0.83215,0.0009499999999999509
