Dimension,dae Time,dae Standard Deviation,qda Accuracy,qda Standard Deviation
1,58.62501788139343,6.811218738555908,0.44805,0.04275000000000001
3,63.42382788658142,6.3217737674713135,0.70565,0.007950000000000013
5,51.44359338283539,3.4470824003219604,0.75275,0.0037499999999999756
7,55.580469608306885,0.8523025512695312,0.7783,0.006199999999999983
9,55.103521943092346,0.33891236782073975,0.7958000000000001,0.005300000000000027
