Dimension,dae1l Time,dae1l Standard Deviation,qda Accuracy,qda Standard Deviation
1,182.5233302116394,33.29471564292908,0.528,0.006299999999999972
3,143.7620120048523,13.763008832931519,0.71245,0.00045000000000000595
5,118.46727728843689,4.4194111824035645,0.7663,0.008299999999999974
7,112.77249646186829,3.6738553047180176,0.7784500000000001,0.0013500000000000179
9,107.68674147129059,0.631161093711853,0.7941,0.005199999999999982
