Dimension,dae1l Time,dae1l Standard Deviation,qda Accuracy,qda Standard Deviation
1,59.28093922138214,12.513789296150208,0.49195,0.021549999999999986
3,65.09739422798157,1.2422635555267334,0.71605,0.0018500000000000183
5,58.71478545665741,7.550871014595032,0.75935,0.0046499999999999875
7,58.068506598472595,3.7176631689071655,0.7706500000000001,0.0040500000000000536
9,50.502599477767944,5.507657051086426,0.7931,0.0011999999999999789
