Dimension,dae1l Time,dae1l Standard Deviation,qda Accuracy,qda Standard Deviation
10,51.27210879325867,4.280623197555542,0.8003,0.0025000000000000022
12,43.24995815753937,3.269983410835266,0.8076,0.0020999999999999908
14,42.43527603149414,4.079294919967651,0.8168500000000001,0.0023500000000000187
16,48.505935072898865,6.309289574623108,0.8208500000000001,0.0017499999999999738
18,43.955289244651794,2.474509119987488,0.8244499999999999,0.0006499999999999839
