Dimension,dae Time,dae Standard Deviation,qda Accuracy,qda Standard Deviation
1,68.42134010791779,7.388788104057312,0.48945,0.051049999999999984
3,222.64180028438568,8.501963019371033,0.72095,0.0012499999999999734
5,237.01602280139923,42.53977191448212,0.7770999999999999,0.005500000000000005
7,265.1521347761154,64.36663615703583,0.7959,0.0001000000000000445
9,231.25195944309235,16.364154934883118,0.8069500000000001,0.001050000000000051
