Dimension,dae2l Time,dae2l Standard Deviation,qda Accuracy,qda Standard Deviation
10,80.79617440700531,5.791383147239685,0.8119000000000001,0.0005000000000000004
12,85.1483244895935,8.407894134521484,0.8154,0.0011999999999999789
14,103.07568311691284,4.6567957401275635,0.8263,0.0012000000000000344
16,115.10880208015442,4.886249303817749,0.8299,0.0008000000000000229
18,97.48681712150574,2.8806357383728027,0.8330500000000001,0.0008499999999999619
